Registro_HR;ID_Empleado;Fecha_de_Nacimiento;ID_Salida_Renuncia_a_fin_de_año;ID_Tipo_de_trabajo_por_viaje;ID_Área_de_trabajo;Distancia_del_hogar_al_trabajo_millas;ID Nivel_de_Educación;ID_Campo_Educativo;ID_Participación_en_el_trabajo;ID_Puesto;ID_Satisfacción_laboral;Salario_Mensual;N_de_empresas_en_las_que_trabajo;ID_Horas_extra;ID_Calificación_de_rendimiento;Total_de_años_de_trabajo;N_capacitaciones_que_recibió_el_año_pasado;ID_Balance_Vida_Trabajo;Fecha_de_contrato;Años_en_la_empresa;Años_en_el_puesto_actual;Años_desde_el_ultimo_ascenso;Años_con_el_gerente_actual
8;11;jueves, 16 de julio de 1992;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;24;POR DEBAJO DE LA UNIVERSIDAD;CIENCIAS DE LA VIDA;ALTA;TECNICO DE LABORATORIO;ALTA;2693;1;SI;SOBRESALIENTE;1;2;MUY BUENO;domingo, 12 de septiembre de 2021;1;0;0;0
48;61;jueves, 25 de julio de 1985;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;19;UNIVERSITARIO;CIENCIAS DE LA VIDA;ALTA;CIENTIFICO DE INVESTIGACION;MEDIA;3022;4;SI;SOBRESALIENTE;8;1;MUY BUENO;jueves, 5 de agosto de 2021;1;0;0;0
119;155;martes, 15 de julio de 1986;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;3;UNIVERSITARIO;CIENCIAS DE LA VIDA;ALTA;TECNICO DE LABORATORIO;MUY ALTA;2835;5;SI;SOBRESALIENTE;7;2;MUY BUENO;jueves, 22 de julio de 2021;1;0;0;0
158;214;jueves, 15 de octubre de 1964;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;9;LICENCIATURA;MEDICO;MEDIA;CIENTIFICO DE INVESTIGACION;MEDIA;3346;4;NO;SOBRESALIENTE;9;3;BUENO;jueves, 16 de septiembre de 2021;1;0;0;0
357;477;jueves, 26 de junio de 1980;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;2;MAESTRIA;OTRO;MEDIA;REPRESENTANTE DE ATENCION MEDICA;MUY ALTA;6781;3;SI;SOBRESALIENTE;14;6;MUY BUENO;jueves, 5 de agosto de 2021;1;0;0;0
392;521;miércoles, 29 de diciembre de 1982;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;2;LICENCIATURA;MEDICO;MEDIA;TECNICO DE LABORATORIO;ALTA;3448;6;SI;SOBRESALIENTE;20;3;MUY BUENO;miércoles, 29 de septiembre de 2021;1;0;0;0
477;643;viernes, 24 de abril de 1998;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;17;UNIVERSITARIO;OTRO;MEDIA;TECNICO DE LABORATORIO;MEDIA;2127;1;SI;SOBRESALIENTE;1;2;MUY BUENO;sábado, 16 de enero de 2021;1;0;0;0
662;920;viernes, 27 de abril de 1979;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;8;LICENCIATURA;CIENCIAS DE LA VIDA;ALTA;DIRECTOR DE MANUFACTURA;MEDIA;4765;4;SI;SOBRESALIENTE;4;2;EXCELENTE;jueves, 11 de noviembre de 2021;1;0;0;0
701;977;sábado, 11 de enero de 1964;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;2;LICENCIATURA;TITULO TECNICO;ALTA;CIENTIFICO DE INVESTIGACION;ALTA;2479;4;SI;SOBRESALIENTE;7;4;MUY BUENO;jueves, 16 de septiembre de 2021;1;0;0;0
765;1056;lunes, 2 de mayo de 1994;SI;VIAJA RARAMENTE;VENTAS;10;POR DEBAJO DE LA UNIVERSIDAD;MEDICO;ALTA;REPRESENTATE DE VENTAS;MEDIA;1052;1;SI;SOBRESALIENTE;1;5;MUY BUENO;viernes, 30 de julio de 2021;1;0;0;0
1119;1581;viernes, 27 de diciembre de 1996;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;3;LICENCIATURA;CIENCIAS DE LA VIDA;ALTA;CIENTIFICO DE INVESTIGACION;MUY ALTA;2061;1;SI;SOBRESALIENTE;1;5;MUY BUENO;lunes, 26 de abril de 2021;1;0;0;0
1210;1697;lunes, 15 de enero de 1962;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;1;MAESTRIA;MEDICO;BAJA;REPRESENTANTE DE ATENCION MEDICA;MUY ALTA;10883;3;SI;SOBRESALIENTE;19;2;EXCELENTE;martes, 28 de diciembre de 2021;1;0;0;0
1316;1847;jueves, 27 de febrero de 1986;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;2;MAESTRIA;OTRO;ALTA;CIENTIFICO DE INVESTIGACION;MEDIA;6962;4;NO;SOBRESALIENTE;15;2;MUY BUENO;lunes, 26 de abril de 2021;1;0;0;0
1340;1878;viernes, 4 de febrero de 2000;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;7;POR DEBAJO DE LA UNIVERSIDAD;CIENCIAS DE LA VIDA;ALTA;CIENTIFICO DE INVESTIGACION;MEDIA;2472;1;NO;SOBRESALIENTE;1;2;MUY BUENO;martes, 27 de abril de 2021;1;0;0;0
1395;1966;domingo, 27 de mayo de 1990;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;5;MAESTRIA;CIENCIAS DE LA VIDA;MEDIA;DIRECTOR DE MANUFACTURA;MUY ALTA;9679;8;SI;SOBRESALIENTE;8;1;MUY BUENO;domingo, 21 de febrero de 2021;1;0;0;0
18;22;martes, 20 de junio de 2000;SI;NO VIAJA;INVESTIGACIOÓN Y DESARROLLO;16;UNIVERSITARIO;MEDICO;MUY ALTA;TECNICO DE LABORATORIO;MUY ALTA;2935;1;NO;EXCELENTE;1;2;BUENO;lunes, 6 de septiembre de 2021;1;0;0;0
105;139;sábado, 21 de septiembre de 1985;SI;NO VIAJA;INVESTIGACIOÓN Y DESARROLLO;2;UNIVERSITARIO;CIENCIAS DE LA VIDA;MEDIA;REPRESENTANTE DE ATENCION MEDICA;MUY ALTA;5163;5;SI;EXCELENTE;17;2;EXCELENTE;martes, 28 de diciembre de 2021;1;0;0;0
251;342;jueves, 27 de junio de 1985;NO;VIAJA FRECUENTEMENTE;INVESTIGACIOÓN Y DESARROLLO;10;LICENCIATURA;MEDICO;ALTA;DIRECTOR DE MANUFACTURA;ALTA;10048;6;SI;EXCELENTE;17;5;MUY BUENO;miércoles, 17 de noviembre de 2021;1;0;0;0
287;392;jueves, 18 de mayo de 1978;NO;VIAJA FRECUENTEMENTE;INVESTIGACIOÓN Y DESARROLLO;24;LICENCIATURA;CIENCIAS DE LA VIDA;ALTA;TECNICO DE LABORATORIO;ALTA;3161;3;NO;SOBRESALIENTE;19;0;MALO;domingo, 6 de junio de 2021;1;0;0;0
299;407;viernes, 11 de abril de 1986;NO;VIAJA FRECUENTEMENTE;INVESTIGACIOÓN Y DESARROLLO;18;MAESTRIA;CIENCIAS DE LA VIDA;MUY ALTA;TECNICO DE LABORATORIO;MUY ALTA;3688;4;SI;EXCELENTE;4;2;MUY BUENO;martes, 21 de septiembre de 2021;1;0;0;0
359;479;viernes, 7 de febrero de 1986;SI;NO VIAJA;VENTAS;1;DOCTORADO;MEDICO;ALTA;EJECUTIVO DE VENTAS;MUY ALTA;6653;4;SI;EXCELENTE;7;6;MUY BUENO;martes, 14 de septiembre de 2021;1;0;0;0
366;487;miércoles, 15 de diciembre de 1976;SI;NO VIAJA;INVESTIGACIOÓN Y DESARROLLO;7;MAESTRIA;MEDICO;ALTA;DIRECTOR DE MANUFACTURA;ALTA;5258;2;SI;EXCELENTE;7;2;EXCELENTE;martes, 6 de abril de 2021;1;0;0;0
386;514;viernes, 27 de marzo de 1992;NO;VIAJA FRECUENTEMENTE;INVESTIGACIOÓN Y DESARROLLO;4;LICENCIATURA;TITULO TECNICO;ALTA;CIENTIFICO DE INVESTIGACION;MUY ALTA;2285;9;NO;SOBRESALIENTE;3;4;MUY BUENO;viernes, 17 de septiembre de 2021;1;0;0;0
417;556;miércoles, 17 de octubre de 1984;SI;VIAJA FRECUENTEMENTE;INVESTIGACIOÓN Y DESARROLLO;2;UNIVERSITARIO;CIENCIAS DE LA VIDA;ALTA;TECNICO DE LABORATORIO;MUY ALTA;1702;1;NO;SOBRESALIENTE;1;3;MUY BUENO;martes, 12 de enero de 2021;1;0;0;0
440;587;martes, 19 de marzo de 1991;NO;VIAJA FRECUENTEMENTE;INVESTIGACIOÓN Y DESARROLLO;20;LICENCIATURA;CIENCIAS DE LA VIDA;ALTA;REPRESENTANTE DE ATENCION MEDICA;ALTA;9824;3;SI;EXCELENTE;12;2;MUY BUENO;sábado, 24 de julio de 2021;1;0;0;0
481;648;sábado, 5 de septiembre de 1992;NO;VIAJA FRECUENTEMENTE;VENTAS;12;MAESTRIA;CIENCIAS DE LA VIDA;MEDIA;REPRESENTATE DE VENTAS;BAJA;2033;1;SI;EXCELENTE;1;2;EXCELENTE;miércoles, 17 de marzo de 2021;1;0;0;0
502;680;domingo, 12 de enero de 1992;SI;VIAJA FRECUENTEMENTE;INVESTIGACIOÓN Y DESARROLLO;3;LICENCIATURA;MEDICO;ALTA;CIENTIFICO DE INVESTIGACION;ALTA;2083;1;SI;SOBRESALIENTE;1;2;MUY BUENO;viernes, 6 de agosto de 2021;1;0;0;0
516;704;jueves, 26 de marzo de 1987;SI;NO VIAJA;INVESTIGACIOÓN Y DESARROLLO;3;LICENCIATURA;CIENCIAS DE LA VIDA;MEDIA;TECNICO DE LABORATORIO;ALTA;1281;1;SI;EXCELENTE;1;3;MUY BUENO;sábado, 23 de enero de 2021;1;0;0;0
558;771;martes, 13 de octubre de 1987;SI;NO VIAJA;INVESTIGACIOÓN Y DESARROLLO;2;MAESTRIA;CIENCIAS DE LA VIDA;ALTA;REPRESENTANTE DE ATENCION MEDICA;BAJA;5093;2;SI;EXCELENTE;16;2;EXCELENTE;sábado, 31 de julio de 2021;1;0;0;0
587;812;miércoles, 5 de agosto de 1998;SI;NO VIAJA;INVESTIGACIOÓN Y DESARROLLO;9;LICENCIATURA;CIENCIAS DE LA VIDA;MEDIA;TECNICO DE LABORATORIO;MEDIA;2694;1;SI;EXCELENTE;1;4;MUY BUENO;sábado, 30 de enero de 2021;1;0;0;0
602;832;domingo, 24 de enero de 1982;NO;VIAJA FRECUENTEMENTE;INVESTIGACIOÓN Y DESARROLLO;16;MAESTRIA;MEDICO;MEDIA;TECNICO DE LABORATORIO;ALTA;5094;6;SI;EXCELENTE;10;6;MUY BUENO;martes, 7 de septiembre de 2021;1;0;0;0
661;918;viernes, 14 de febrero de 1964;NO;VIAJA FRECUENTEMENTE;INVESTIGACIOÓN Y DESARROLLO;2;POR DEBAJO DE LA UNIVERSIDAD;CIENCIAS DE LA VIDA;MEDIA;TECNICO DE LABORATORIO;MUY ALTA;2380;9;NO;EXCELENTE;3;3;BUENO;sábado, 1 de mayo de 2021;1;0;0;0
707;986;lunes, 18 de enero de 1982;NO;NO VIAJA;VENTAS;24;LICENCIATURA;CIENCIAS DE LA VIDA;MUY ALTA;EJECUTIVO DE VENTAS;MEDIA;13194;4;NO;EXCELENTE;22;2;BUENO;domingo, 2 de mayo de 2021;1;0;0;0
801;1111;jueves, 15 de diciembre de 1994;NO;VIAJA FRECUENTEMENTE;INVESTIGACIOÓN Y DESARROLLO;1;LICENCIATURA;MEDICO;MEDIA;TECNICO DE LABORATORIO;MEDIA;2596;1;SI;EXCELENTE;1;2;MUY BUENO;domingo, 12 de septiembre de 2021;1;0;0;0
851;1190;sábado, 3 de febrero de 1990;SI;NO VIAJA;VENTAS;2;POR DEBAJO DE LA UNIVERSIDAD;CIENCIAS DE LA VIDA;ALTA;REPRESENTATE DE VENTAS;BAJA;2827;1;SI;EXCELENTE;1;3;MUY BUENO;jueves, 18 de marzo de 2021;1;0;0;0
865;1210;viernes, 8 de mayo de 1981;NO;NO VIAJA;INVESTIGACIOÓN Y DESARROLLO;5;UNIVERSITARIO;CIENCIAS DE LA VIDA;MEDIA;CIENTIFICO DE INVESTIGACION;BAJA;2107;6;SI;EXCELENTE;5;2;MALO;sábado, 7 de agosto de 2021;1;0;0;0
888;1242;sábado, 26 de abril de 1980;SI;VIAJA FRECUENTEMENTE;INVESTIGACIOÓN Y DESARROLLO;26;DOCTORADO;MEDICO;ALTA;DIRECTOR INVESTIGACION Y DESARROLLO;BAJA;13191;3;NO;EXCELENTE;20;6;MUY BUENO;domingo, 27 de junio de 2021;1;0;0;0
981;1379;jueves, 1 de agosto de 1991;NO;VIAJA FRECUENTEMENTE;VENTAS;2;LICENCIATURA;CIENCIAS DE LA VIDA;MEDIA;REPRESENTATE DE VENTAS;MUY ALTA;2785;7;SI;EXCELENTE;3;3;EXCELENTE;jueves, 18 de marzo de 2021;1;0;0;0
1013;1427;jueves, 14 de noviembre de 1991;NO;VIAJA FRECUENTEMENTE;VENTAS;1;MAESTRIA;CIENCIAS DE LA VIDA;BAJA;REPRESENTATE DE VENTAS;ALTA;1359;1;SI;EXCELENTE;1;3;MUY BUENO;jueves, 18 de marzo de 2021;1;0;0;0
1033;1458;domingo, 30 de octubre de 1983;NO;NO VIAJA;INVESTIGACIOÓN Y DESARROLLO;2;LICENCIATURA;CIENCIAS DE LA VIDA;MEDIA;TECNICO DE LABORATORIO;BAJA;3646;2;NO;SOBRESALIENTE;11;2;EXCELENTE;lunes, 7 de junio de 2021;1;0;0;0
1052;1481;miércoles, 15 de marzo de 1978;SI;VIAJA FRECUENTEMENTE;VENTAS;1;DOCTORADO;MARKETING;ALTA;EJECUTIVO DE VENTAS;ALTA;4768;7;SI;EXCELENTE;11;4;BUENO;domingo, 2 de mayo de 2021;1;0;0;0
1053;1482;domingo, 18 de octubre de 1992;SI;NO VIAJA;INVESTIGACIOÓN Y DESARROLLO;7;LICENCIATURA;TITULO TECNICO;ALTA;CIENTIFICO DE INVESTIGACION;ALTA;1274;1;SI;EXCELENTE;1;2;BUENO;sábado, 30 de octubre de 2021;1;0;0;0
1062;1495;viernes, 13 de marzo de 1998;SI;NO VIAJA;VENTAS;13;UNIVERSITARIO;CIENCIAS DE LA VIDA;ALTA;REPRESENTATE DE VENTAS;MEDIA;2033;1;SI;EXCELENTE;1;2;MUY BUENO;domingo, 1 de agosto de 2021;1;0;0;0
1235;1731;jueves, 2 de octubre de 1975;SI;NO VIAJA;VENTAS;2;MAESTRIA;MARKETING;ALTA;EJECUTIVO DE VENTAS;MEDIA;4978;7;SI;EXCELENTE;4;3;MALO;martes, 14 de septiembre de 2021;1;0;0;0
1263;1767;domingo, 1 de abril de 1979;NO;VIAJA FRECUENTEMENTE;INVESTIGACIOÓN Y DESARROLLO;17;LICENCIATURA;TITULO TECNICO;MEDIA;CIENTIFICO DE INVESTIGACION;ALTA;2437;9;NO;EXCELENTE;6;4;MUY BUENO;viernes, 30 de abril de 2021;1;0;0;0
1366;1928;lunes, 21 de junio de 1993;NO;VIAJA FRECUENTEMENTE;VENTAS;24;LICENCIATURA;TITULO TECNICO;MUY ALTA;REPRESENTATE DE VENTAS;BAJA;1091;1;SI;EXCELENTE;1;3;MUY BUENO;lunes, 2 de agosto de 2021;1;0;0;0
1380;1944;martes, 21 de marzo de 1995;NO;VIAJA FRECUENTEMENTE;RRHH;22;LICENCIATURA;RRHH;MEDIA;RRHH;MEDIA;2863;1;SI;EXCELENTE;1;2;MUY BUENO;jueves, 22 de julio de 2021;1;0;0;0
31;39;jueves, 23 de febrero de 1989;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;2;LICENCIATURA;MEDICO;ALTA;TECNICO DE LABORATORIO;MUY ALTA;2496;4;SI;EXCELENTE;7;3;MUY BUENO;sábado, 3 de abril de 2021;1;1;0;0
39;51;martes, 9 de diciembre de 1986;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;5;MAESTRIA;CIENCIAS DE LA VIDA;MEDIA;CIENTIFICO DE INVESTIGACION;BAJA;3419;9;NO;EXCELENTE;6;3;EXCELENTE;jueves, 5 de agosto de 2021;1;1;0;0
373;496;martes, 20 de octubre de 1987;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;9;MAESTRIA;CIENCIAS DE LA VIDA;MEDIA;REPRESENTANTE DE ATENCION MEDICA;MEDIA;6540;9;SI;EXCELENTE;10;5;MUY BUENO;lunes, 13 de septiembre de 2021;1;1;0;0
505;684;lunes, 5 de diciembre de 1977;NO;VIAJA FRECUENTEMENTE;VENTAS;26;MAESTRIA;CIENCIAS DE LA VIDA;ALTA;EJECUTIVO DE VENTAS;BAJA;4286;2;SI;EXCELENTE;5;4;MUY BUENO;domingo, 2 de mayo de 2021;1;1;0;0
671;933;domingo, 12 de febrero de 1995;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;4;LICENCIATURA;CIENCIAS DE LA VIDA;ALTA;CIENTIFICO DE INVESTIGACION;ALTA;2318;1;SI;EXCELENTE;1;2;MUY BUENO;jueves, 30 de septiembre de 2021;1;1;0;0
692;964;martes, 23 de noviembre de 1982;SI;VIAJA FRECUENTEMENTE;INVESTIGACIOÓN Y DESARROLLO;9;MAESTRIA;MEDICO;ALTA;CIENTIFICO DE INVESTIGACION;MEDIA;3617;8;NO;EXCELENTE;3;2;MUY BUENO;martes, 12 de enero de 2021;1;1;0;0
764;1055;domingo, 1 de mayo de 1988;SI;VIAJA RARAMENTE;VENTAS;10;MAESTRIA;CIENCIAS DE LA VIDA;ALTA;REPRESENTATE DE VENTAS;ALTA;2220;1;NO;EXCELENTE;1;2;MUY BUENO;miércoles, 21 de julio de 2021;1;1;0;0
798;1107;sábado, 11 de mayo de 1996;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;21;LICENCIATURA;MEDICO;ALTA;TECNICO DE LABORATORIO;ALTA;2377;1;SI;SOBRESALIENTE;1;0;BUENO;domingo, 7 de marzo de 2021;1;1;0;0
843;1175;lunes, 18 de julio de 1994;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;12;POR DEBAJO DE LA UNIVERSIDAD;CIENCIAS DE LA VIDA;ALTA;TECNICO DE LABORATORIO;MUY ALTA;2515;1;NO;EXCELENTE;1;4;BUENO;jueves, 2 de septiembre de 2021;1;1;0;0
846;1180;domingo, 13 de junio de 1982;SI;VIAJA FRECUENTEMENTE;INVESTIGACIOÓN Y DESARROLLO;26;UNIVERSITARIO;MEDICO;MEDIA;CIENTIFICO DE INVESTIGACION;MUY ALTA;4422;3;NO;EXCELENTE;16;3;MALO;domingo, 8 de agosto de 2021;1;1;0;0
854;1193;sábado, 8 de febrero de 2003;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;9;UNIVERSITARIO;CIENCIAS DE LA VIDA;ALTA;CIENTIFICO DE INVESTIGACION;BAJA;2552;1;SI;SOBRESALIENTE;1;4;MUY BUENO;domingo, 8 de agosto de 2021;1;1;0;0
893;1248;martes, 18 de febrero de 2003;NO;NO VIAJA;INVESTIGACIOÓN Y DESARROLLO;10;LICENCIATURA;MEDICO;MEDIA;CIENTIFICO DE INVESTIGACION;MEDIA;1859;1;NO;SOBRESALIENTE;1;2;EXCELENTE;sábado, 7 de agosto de 2021;1;1;0;0
1098;1551;sábado, 7 de marzo de 1998;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;21;UNIVERSITARIO;TITULO TECNICO;MEDIA;TECNICO DE LABORATORIO;BAJA;2296;0;SI;EXCELENTE;2;3;MUY BUENO;domingo, 5 de diciembre de 2021;1;1;0;0
1137;1604;viernes, 10 de junio de 1994;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;24;LICENCIATURA;MEDICO;ALTA;TECNICO DE LABORATORIO;MEDIA;2408;1;NO;EXCELENTE;1;3;MUY BUENO;martes, 9 de noviembre de 2021;1;1;0;0
1416;1994;viernes, 3 de noviembre de 1989;SI;NO VIAJA;INVESTIGACIOÓN Y DESARROLLO;1;UNIVERSITARIO;MEDICO;MEDIA;TECNICO DE LABORATORIO;ALTA;2008;1;SI;EXCELENTE;1;2;BUENO;viernes, 30 de abril de 2021;1;1;0;0
3;4;martes, 18 de junio de 1985;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;2;UNIVERSITARIO;OTRO;MEDIA;TECNICO DE LABORATORIO;ALTA;2090;6;NO;EXCELENTE;7;3;MUY BUENO;jueves, 13 de enero de 2022;0;0;0;0
24;30;domingo, 22 de abril de 2001;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;15;UNIVERSITARIO;CIENCIAS DE LA VIDA;ALTA;CIENTIFICO DE INVESTIGACION;MUY ALTA;1232;1;SI;EXCELENTE;0;6;MUY BUENO;jueves, 3 de marzo de 2022;0;0;0;0
55;72;lunes, 2 de septiembre de 1996;SI;VIAJA RARAMENTE;VENTAS;23;LICENCIATURA;MARKETING;MEDIA;EJECUTIVO DE VENTAS;MUY ALTA;4157;7;NO;EXCELENTE;5;2;BUENO;sábado, 18 de julio de 2020;2;2;0;0
78;101;martes, 18 de octubre de 1977;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;6;MAESTRIA;OTRO;ALTA;DIRECTOR INVESTIGACION Y DESARROLLO;BAJA;13245;4;NO;EXCELENTE;17;3;EXCELENTE;miércoles, 13 de julio de 2022;0;0;0;0
87;113;martes, 28 de diciembre de 1999;SI;VIAJA RARAMENTE;VENTAS;2;POR DEBAJO DE LA UNIVERSIDAD;TITULO TECNICO;ALTA;REPRESENTATE DE VENTAS;BAJA;2322;3;SI;EXCELENTE;3;3;MUY BUENO;miércoles, 28 de septiembre de 2022;0;0;0;0
110;144;domingo, 26 de marzo de 2000;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;15;LICENCIATURA;MEDICO;ALTA;TECNICO DE LABORATORIO;MUY ALTA;2871;1;SI;EXCELENTE;1;5;MUY BUENO;jueves, 13 de enero de 2022;0;0;0;0
128;167;miércoles, 22 de octubre de 2003;NO;VIAJA RARAMENTE;VENTAS;22;POR DEBAJO DE LA UNIVERSIDAD;MARKETING;ALTA;REPRESENTATE DE VENTAS;ALTA;1675;1;NO;EXCELENTE;0;2;BUENO;jueves, 6 de octubre de 2022;0;0;0;0
172;235;domingo, 12 de enero de 2003;NO;VIAJA FRECUENTEMENTE;VENTAS;1;POR DEBAJO DE LA UNIVERSIDAD;TITULO TECNICO;BAJA;REPRESENTATE DE VENTAS;BAJA;2325;0;SI;SOBRESALIENTE;1;5;EXCELENTE;jueves, 6 de octubre de 2022;0;0;0;0
265;364;sábado, 11 de junio de 1994;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;2;MAESTRIA;CIENCIAS DE LA VIDA;ALTA;TECNICO DE LABORATORIO;ALTA;3485;2;SI;EXCELENTE;5;5;MALO;domingo, 13 de marzo de 2022;0;0;0;0
266;366;miércoles, 14 de abril de 1993;SI;VIAJA RARAMENTE;VENTAS;2;LICENCIATURA;MEDICO;MEDIA;EJECUTIVO DE VENTAS;MEDIA;6644;2;SI;EXCELENTE;10;2;MUY BUENO;martes, 14 de junio de 2022;0;0;0;0
297;405;sábado, 6 de noviembre de 2004;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;3;LICENCIATURA;CIENCIAS DE LA VIDA;ALTA;TECNICO DE LABORATORIO;ALTA;1420;1;SI;EXCELENTE;0;2;MUY BUENO;martes, 4 de enero de 2022;0;0;0;0
302;411;miércoles, 4 de febrero de 2004;SI;VIAJA RARAMENTE;VENTAS;10;LICENCIATURA;MEDICO;MEDIA;REPRESENTATE DE VENTAS;ALTA;1200;1;SI;EXCELENTE;0;2;MUY BUENO;domingo, 4 de diciembre de 2022;0;0;0;0
331;448;jueves, 13 de septiembre de 1979;SI;VIAJA FRECUENTEMENTE;INVESTIGACIOÓN Y DESARROLLO;10;MAESTRIA;CIENCIAS DE LA VIDA;MEDIA;TECNICO DE LABORATORIO;ALTA;5257;1;SI;EXCELENTE;9;3;EXCELENTE;jueves, 14 de febrero de 2013;9;7;0;0
348;467;viernes, 14 de noviembre de 1975;SI;VIAJA FRECUENTEMENTE;VENTAS;4;POR DEBAJO DE LA UNIVERSIDAD;MEDICO;ALTA;REPRESENTATE DE VENTAS;ALTA;2976;3;SI;EXCELENTE;5;3;MUY BUENO;domingo, 4 de diciembre de 2022;0;0;0;0
353;473;viernes, 18 de octubre de 1974;SI;VIAJA RARAMENTE;VENTAS;29;POR DEBAJO DE LA UNIVERSIDAD;MEDICO;ALTA;GERENTE DE EJECUTIVO DE VENTAS;ALTA;12504;3;SI;SOBRESALIENTE;15;3;MALO;jueves, 24 de marzo de 2022;0;0;0;0
376;499;sábado, 10 de noviembre de 1973;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;7;LICENCIATURA;OTRO;MEDIA;REPRESENTANTE DE ATENCION MEDICA;ALTA;10965;8;SI;SOBRESALIENTE;26;2;MUY BUENO;miércoles, 12 de abril de 2017;5;2;0;0
439;586;jueves, 30 de julio de 1987;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;16;LICENCIATURA;CIENCIAS DE LA VIDA;ALTA;REPRESENTANTE DE ATENCION MEDICA;ALTA;7632;4;NO;EXCELENTE;10;2;MUY BUENO;viernes, 3 de octubre de 2014;8;7;0;0
458;614;jueves, 15 de abril de 2004;NO;VIAJA FRECUENTEMENTE;VENTAS;5;LICENCIATURA;MARKETING;ALTA;REPRESENTATE DE VENTAS;MEDIA;1878;1;NO;EXCELENTE;0;3;MUY BUENO;miércoles, 28 de septiembre de 2022;0;0;0;0
461;618;viernes, 27 de diciembre de 1996;SI;VIAJA RARAMENTE;VENTAS;29;UNIVERSITARIO;MEDICO;ALTA;EJECUTIVO DE VENTAS;ALTA;4306;5;SI;EXCELENTE;8;5;MUY BUENO;miércoles, 15 de junio de 2022;0;0;0;0
491;662;miércoles, 19 de diciembre de 1984;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;1;POR DEBAJO DE LA UNIVERSIDAD;CIENCIAS DE LA VIDA;ALTA;CIENTIFICO DE INVESTIGACION;BAJA;2619;3;SI;EXCELENTE;8;3;BUENO;jueves, 3 de marzo de 2022;0;0;0;0
561;775;viernes, 27 de mayo de 1988;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;8;DOCTORADO;CIENCIAS DE LA VIDA;ALTA;DIRECTOR DE MANUFACTURA;BAJA;5121;3;SI;EXCELENTE;7;3;MUY BUENO;miércoles, 2 de noviembre de 2022;0;0;0;0
586;811;miércoles, 4 de agosto de 1999;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;6;LICENCIATURA;CIENCIAS DE LA VIDA;MUY ALTA;TECNICO DE LABORATORIO;BAJA;1601;1;NO;SOBRESALIENTE;1;2;MUY BUENO;martes, 4 de enero de 2022;0;0;0;0
603;833;domingo, 8 de marzo de 1992;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;2;LICENCIATURA;MEDICO;MEDIA;DIRECTOR DE MANUFACTURA;MUY ALTA;6877;5;NO;SOBRESALIENTE;12;4;BUENO;jueves, 10 de marzo de 2022;0;0;0;0
